Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,CustomerSince,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,AcceptedCmpCurrent,NumPurchases,AmountSpent,AmountPerPurchase,PersonsInHome
1969,Master,In Relationship,79734.0,0,0,2014,72,572,8,232,23,62,17,1,4,3,6,1,0,0,0,1,0,0,0,13,914,69.77099236641222,2
1992,UnderGraduate,In Relationship,63207.0,0,0,2013,68,438,169,565,91,169,70,1,2,3,6,7,0,0,0,1,0,0,0,11,1502,135.31531531531533,2
1954,UnderGraduate,Single,72071.0,0,1,2013,4,531,69,300,150,138,150,3,5,4,8,2,0,0,0,0,0,0,0,17,1338,78.24561403508771,3
1983,PhD,In Relationship,21840.0,1,0,2013,80,17,0,9,0,0,1,1,1,0,3,9,0,0,0,0,0,0,0,4,27,6.585365853658537,3
1982,Master,In Relationship,58582.0,0,1,2013,15,402,35,106,101,77,42,2,9,2,9,5,0,1,0,0,0,0,0,20,763,37.960199004975124,3
1951,UnderGraduate,Single,72282.0,0,0,2013,70,503,27,419,90,139,153,1,5,7,9,7,0,0,0,0,0,0,1,21,1331,63.08056872037914,2
1956,UnderGraduate,In Relationship,50387.0,0,2,2013,91,369,9,87,12,14,34,3,6,2,8,5,0,0,0,0,0,0,0,16,525,32.60869565217391,4
1961,PhD,In Relationship,32583.0,1,1,2014,10,5,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,3,9,2.903225806451613,4
1962,UnderGraduate,In Relationship,62568.0,0,1,2014,99,362,17,398,80,35,61,3,5,3,5,4,0,0,0,1,0,0,0,13,953,72.74809160305344,3
1971,Master,Single,44635.0,1,1,2013,25,56,0,9,0,0,3,2,2,0,3,7,0,0,0,0,0,0,0,5,68,13.333333333333334,4
1971,Master,Single,33316.0,1,1,2013,34,79,1,31,4,4,12,3,2,1,4,6,0,0,0,0,0,0,0,7,131,18.450704225352112,4
1968,UnderGraduate,In Relationship,63967.0,0,1,2013,57,387,84,141,73,35,162,3,4,4,12,2,0,0,0,0,0,0,0,20,882,43.88059701492537,3
1978,Master,In Relationship,52513.0,0,0,2012,84,367,17,241,104,188,232,2,9,5,9,7,0,0,0,0,0,0,0,23,1149,49.74025974025974,2
1969,UnderGraduate,In Relationship,25293.0,1,0,2013,51,15,0,11,0,2,9,1,1,1,2,8,0,0,0,0,0,0,0,4,37,9.02439024390244,3
1965,PhD,Single,54111.0,0,1,2013,97,267,6,54,8,3,50,2,5,2,6,5,0,0,0,0,0,0,0,13,388,29.618320610687025,3
1986,UnderGraduate,In Relationship,78394.0,0,0,2013,13,298,27,697,216,24,166,1,4,6,5,2,0,0,0,0,0,0,1,15,1428,94.56953642384106,2
1958,Master,In Relationship,80739.0,0,0,2013,92,674,92,736,39,0,92,1,3,11,9,1,0,0,0,0,0,0,0,23,1633,70.6926406926407,2
1975,Master,In Relationship,22669.0,1,0,2013,30,16,14,36,37,22,48,3,4,1,2,9,0,0,0,0,0,0,1,7,173,24.366197183098592,3
1987,UnderGraduate,Single,29236.0,1,0,2013,30,37,4,24,16,9,9,2,4,0,3,9,0,0,0,0,0,0,0,7,99,13.943661971830986,3
1959,UnderGraduate,In Relationship,44911.0,0,1,2013,11,159,0,22,2,1,31,3,4,1,4,7,0,0,0,0,0,0,0,9,215,23.626373626373628,3
1962,PhD,In Relationship,54693.0,0,1,2013,72,686,17,142,23,26,35,8,6,4,13,6,0,0,0,0,0,0,0,23,929,40.21645021645021,3
1974,UnderGraduate,In Relationship,48186.0,1,0,2014,39,97,3,66,12,7,34,3,4,1,4,7,0,0,0,0,0,0,0,9,219,24.065934065934066,3
1977,UnderGraduate,In Relationship,54809.0,1,1,2013,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,1,8,174,21.48148148148148,4
1978,UnderGraduate,In Relationship,41580.0,1,1,2012,15,56,5,24,4,0,3,3,2,1,3,5,0,0,0,0,0,0,0,6,92,15.081967213114755,4
1970,PhD,In Relationship,80336.0,0,0,2013,12,209,19,456,160,142,66,1,2,9,13,1,0,0,0,0,0,0,0,24,1052,43.65145228215767,2
1957,UnderGraduate,In Relationship,47743.0,0,1,2013,56,198,2,43,0,12,20,3,4,1,6,6,0,1,0,0,0,0,0,11,275,24.774774774774777,3
1955,Master,In Relationship,62972.0,0,1,2012,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,0,14,587,41.63120567375886,3
1954,PhD,Single,57333.0,0,1,2012,55,941,14,397,76,58,176,11,8,5,9,6,0,0,0,0,0,0,1,22,1662,75.20361990950225,3
1982,PhD,In Relationship,32313.0,1,0,2013,60,86,4,56,2,4,7,3,4,0,4,9,0,0,0,0,0,0,0,8,159,19.62962962962963,3
1953,Master,Single,84953.0,0,0,2013,73,167,48,602,63,72,72,1,3,10,4,2,0,1,1,1,0,0,1,17,1024,59.88304093567251,2
1968,Master,Single,27071.0,1,0,2014,90,8,3,19,0,2,3,2,2,0,3,6,0,0,0,0,0,0,0,5,35,6.862745098039216,3
1957,Master,In Relationship,68148.0,0,0,2013,86,389,66,408,37,57,85,1,4,4,6,2,0,0,0,0,0,0,0,14,1042,73.90070921985816,2
1965,Master,In Relationship,65735.0,1,1,2013,37,239,7,119,4,15,11,5,6,2,6,7,0,0,0,0,0,0,0,14,395,28.01418439716312,4
1975,PhD,In Relationship,86836.0,0,0,2012,7,179,21,273,0,21,63,1,6,10,6,5,1,0,1,1,0,0,1,22,557,25.20361990950226,2
1963,PhD,In Relationship,4023.0,1,1,2014,29,5,0,1,1,1,1,15,0,0,0,19,0,0,0,0,0,0,0,0,9,90.0,4
1990,UnderGraduate,In Relationship,30093.0,0,0,2013,19,2,6,28,13,4,16,1,2,0,3,7,0,0,0,0,0,0,0,5,69,13.529411764705884,2
1966,PhD,In Relationship,57705.0,0,1,2014,14,383,0,53,6,4,40,3,8,1,6,6,0,0,0,0,0,0,0,15,486,32.18543046357616,3
1988,UnderGraduate,Single,25008.0,1,0,2014,72,2,8,8,6,1,9,2,1,0,3,8,0,0,0,0,0,0,0,4,34,8.292682926829269,3
1995,Master,Single,83257.0,0,0,2012,56,536,27,590,38,107,67,1,5,10,12,6,1,0,1,0,0,1,1,27,1365,50.3690036900369,2
1975,UnderGraduate,In Relationship,22280.0,1,0,2013,85,2,1,4,3,1,2,1,1,0,2,8,0,0,0,0,0,0,0,3,13,4.193548387096774,3
1978,PhD,In Relationship,72159.0,0,0,2012,62,322,53,899,34,40,53,1,4,6,10,2,0,0,0,0,0,0,0,20,1401,69.70149253731343,2
1961,UnderGraduate,In Relationship,64260.0,0,0,2013,1,539,169,816,20,0,30,1,4,5,4,3,0,0,0,0,0,0,1,13,1574,120.1526717557252,2
1984,PhD,Single,82733.0,0,0,2013,28,712,50,420,65,38,38,1,8,4,7,4,0,0,0,0,0,0,1,19,1323,69.26701570680628,2
1971,Master,Single,74290.0,0,1,2013,70,1121,0,72,0,12,12,4,10,8,10,6,0,1,0,1,0,0,0,28,1217,43.30960854092527,3
1951,Master,Single,58217.0,2,1,2012,84,68,1,13,3,5,13,1,2,0,4,6,0,0,0,0,0,0,0,6,103,16.885245901639344,5
1976,Master,In Relationship,21024.0,0,0,2013,89,36,4,18,6,2,18,1,2,0,4,7,0,0,0,0,0,0,0,6,84,13.77049180327869,2
1972,PhD,In Relationship,70116.0,0,0,2013,73,707,44,603,95,58,29,1,2,8,12,1,0,0,0,0,0,0,0,22,1536,69.50226244343891,2
1985,UnderGraduate,In Relationship,54006.0,1,0,2012,42,174,77,203,6,24,97,2,8,1,7,7,0,0,0,0,0,0,0,16,581,36.086956521739125,3
1966,PhD,In Relationship,69063.0,0,1,2012,16,666,35,124,69,8,26,1,5,3,5,3,0,0,0,0,0,0,0,13,928,70.83969465648855,3
1975,Master,Single,11448.0,0,0,2013,16,0,0,0,6,2,6,1,1,0,2,6,0,0,0,0,0,0,0,3,14,4.516129032258064,2
1979,UnderGraduate,Single,61825.0,0,1,2013,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,0,14,424,30.070921985815602,3
1971,UnderGraduate,In Relationship,70886.0,1,0,2013,65,407,70,239,103,88,53,1,5,4,4,2,0,0,0,0,0,0,0,13,960,73.28244274809161,3
1982,UnderGraduate,In Relationship,69109.0,0,0,2012,10,823,25,459,124,29,95,1,6,6,7,4,0,0,1,0,0,0,1,19,1555,81.41361256544502,2
1973,UnderGraduate,Single,60208.0,1,1,2012,13,488,23,71,15,0,59,11,8,3,7,7,0,1,0,0,0,0,1,18,656,36.24309392265193,4
1968,Master,In Relationship,32889.0,1,1,2013,78,28,0,13,4,2,8,3,2,1,3,5,0,0,0,0,0,0,0,6,55,9.01639344262295,4
1984,UnderGraduate,Single,34738.0,1,0,2014,51,3,2,10,3,0,2,1,1,0,3,6,0,0,0,0,0,0,0,4,20,4.878048780487806,3
1971,Master,In Relationship,30538.0,1,0,2012,27,284,0,52,8,3,20,4,9,0,4,10,0,0,0,0,0,0,0,13,367,28.01526717557252,3
1977,Master,In Relationship,82326.0,0,0,2014,30,938,142,754,159,81,183,1,5,10,6,2,0,1,1,1,0,0,1,21,2257,106.96682464454976,2
1967,PhD,Single,26642.0,1,0,2014,71,13,2,15,2,2,8,2,2,0,3,6,0,0,0,0,0,0,0,5,42,8.23529411764706,3
1964,UnderGraduate,Single,69932.0,0,1,2013,97,412,172,153,150,105,57,2,7,6,11,4,0,0,0,0,0,0,0,24,1049,43.52697095435684,3
1972,UnderGraduate,Single,44503.0,1,1,2014,83,31,1,8,0,0,8,2,2,0,3,6,0,0,0,0,0,0,0,5,48,9.411764705882353,4
1948,PhD,Single,60200.0,0,1,2013,3,502,19,132,0,6,26,6,6,2,11,6,0,0,0,0,0,0,0,19,685,35.86387434554974,3
1952,UnderGraduate,Single,49638.0,0,1,2014,71,18,10,3,3,5,0,1,1,0,3,2,0,0,0,0,0,0,0,4,39,9.51219512195122,3
1987,Master,Single,23830.0,0,0,2014,3,1,8,6,4,8,16,1,1,0,3,7,0,0,0,0,0,0,0,4,43,10.487804878048781,2
1959,Master,Single,33051.0,0,0,2012,15,100,71,243,108,94,219,3,9,1,8,9,0,0,0,0,0,0,1,18,835,46.132596685082866,2
1958,UnderGraduate,In Relationship,72905.0,0,0,2014,52,407,114,445,181,165,203,1,3,7,9,1,0,0,0,1,0,0,0,19,1515,79.31937172774869,2
1951,PhD,In Relationship,69702.0,0,1,2013,8,664,9,240,50,19,57,2,7,7,10,4,0,0,0,0,0,0,0,24,1039,43.11203319502074,3
1975,UnderGraduate,Single,70300.0,1,0,2013,89,1045,61,338,60,46,46,3,5,5,13,8,0,0,0,0,0,0,0,23,1596,69.0909090909091,3
1984,PhD,In Relationship,70643.0,0,0,2012,66,1218,107,304,23,143,33,1,5,8,4,6,0,0,0,0,0,0,1,17,1828,106.90058479532163,2
1969,PhD,In Relationship,30396.0,1,0,2014,22,15,0,6,0,1,12,2,1,1,2,7,1,0,0,0,0,0,1,4,34,8.292682926829269,3
1968,PhD,Single,50616.0,0,1,2014,56,128,0,16,0,1,4,2,4,0,4,7,0,0,0,0,0,0,0,8,149,18.395061728395063,3
1969,Master,Single,62772.0,0,1,2013,74,581,49,157,43,8,108,1,5,6,11,2,0,1,0,0,0,0,0,22,946,42.80542986425339,3
1985,PhD,Single,30298.0,0,0,2014,48,6,3,12,6,1,0,1,1,1,3,3,0,0,0,0,0,0,0,5,28,5.490196078431373,2
1984,UnderGraduate,Single,52413.0,1,0,2012,67,185,8,133,56,56,12,2,7,1,7,7,0,0,0,0,0,0,0,15,450,29.80132450331126,3
1957,PhD,In Relationship,44155.0,1,1,2014,24,22,1,9,0,0,14,1,1,1,2,4,0,0,0,0,0,0,0,4,46,11.219512195121952,4
1971,PhD,Single,86979.0,0,0,2013,67,584,100,835,65,83,35,1,5,5,5,2,1,0,0,0,0,0,1,15,1702,112.71523178807948,2
1975,UnderGraduate,In Relationship,76532.0,1,1,2013,38,355,30,177,90,138,30,4,9,5,7,5,0,0,0,0,0,0,0,21,820,38.86255924170616,4
1982,UnderGraduate,In Relationship,42081.0,1,0,2013,86,175,10,110,54,6,27,2,6,3,4,6,1,0,0,0,0,0,0,13,382,29.16030534351145,3
1988,PhD,In Relationship,67546.0,0,0,2012,90,864,134,768,150,38,172,1,4,10,5,3,0,0,0,0,0,0,0,19,2126,111.3089005235602,2
1989,Master,In Relationship,88420.0,0,0,2014,87,957,153,612,99,95,153,1,4,7,8,1,1,0,1,1,0,0,0,19,2069,108.32460732984292,2
1985,UnderGraduate,In Relationship,31158.0,1,0,2013,62,25,6,16,20,0,5,2,2,0,3,8,0,0,0,0,0,0,0,5,72,14.11764705882353,3
1968,UnderGraduate,Single,61671.0,0,1,2014,23,641,7,56,0,0,28,8,10,4,6,8,0,1,0,1,0,0,0,20,732,36.417910447761194,3
1974,UnderGraduate,Single,69719.0,0,0,2014,99,273,86,208,177,14,43,1,2,3,5,1,0,0,0,0,0,0,0,10,801,79.3069306930693,2
1949,UnderGraduate,Single,49160.0,0,1,2013,29,122,21,43,25,10,15,2,3,1,6,6,0,0,0,0,0,0,0,10,236,23.366336633663366,3
1978,High School,In Relationship,24882.0,1,0,2012,52,1,4,10,29,0,36,1,1,1,2,6,1,0,0,0,0,0,0,4,80,19.512195121951223,3
1954,PhD,Single,90933.0,0,0,2014,90,1020,31,430,62,63,79,1,4,6,4,1,0,0,1,0,0,0,0,14,1685,119.50354609929079,2
1945,PhD,Single,113734.0,0,0,2014,9,6,2,3,1,262,3,0,27,0,0,1,0,0,0,0,0,0,0,27,277,10.22140221402214,2
1950,PhD,In Relationship,59292.0,0,1,2013,71,378,14,68,19,14,14,2,3,5,8,3,0,0,0,0,0,0,0,16,507,31.490683229813662,3
1964,PhD,In Relationship,45759.0,1,1,2013,13,42,1,18,3,0,4,2,2,0,3,7,0,0,0,0,0,0,0,5,68,13.333333333333334,4
1983,UnderGraduate,Single,22148.0,0,0,2014,16,15,5,14,0,4,11,1,1,0,3,7,0,0,0,0,0,0,0,4,49,11.951219512195124,2
1987,Master,In Relationship,73395.0,0,0,2014,94,272,7,80,20,7,11,1,4,4,6,2,0,0,0,0,0,0,0,14,397,28.156028368794328,2
1971,UnderGraduate,Single,29819.0,1,0,2013,77,9,1,24,2,1,2,3,3,0,3,6,0,0,0,0,0,0,0,6,39,6.39344262295082,3
1968,UnderGraduate,In Relationship,45688.0,0,1,2014,20,279,0,18,0,0,9,2,3,1,8,4,0,1,0,0,0,0,0,12,306,25.289256198347108,3
1954,UnderGraduate,In Relationship,62820.0,0,0,2013,51,398,61,265,138,61,53,1,3,4,6,1,0,0,0,0,0,0,0,13,976,74.50381679389314,2
1971,PhD,In Relationship,60491.0,0,1,2013,81,637,47,237,12,19,76,4,6,11,7,5,0,0,0,0,0,0,0,24,1028,42.655601659751035,3
1986,UnderGraduate,In Relationship,33235.0,1,0,2014,71,45,0,16,2,1,6,1,3,0,3,7,0,0,0,0,0,0,0,6,70,11.475409836065575,3
1959,UnderGraduate,In Relationship,35701.0,0,0,2013,36,21,1,9,7,3,5,1,1,0,3,6,0,0,0,0,0,0,0,4,46,11.219512195121952,2
1980,Master,In Relationship,31535.0,1,0,2013,95,15,4,13,0,0,19,1,1,1,2,7,1,0,0,0,0,0,0,4,51,12.439024390243903,3
1960,Master,In Relationship,92556.0,0,0,2014,32,493,183,352,184,23,28,0,3,5,13,0,0,0,0,0,0,0,0,21,1263,59.85781990521327,2
1970,UnderGraduate,Single,67384.0,0,1,2012,32,957,40,175,158,53,107,2,7,8,5,5,0,1,0,0,0,0,0,20,1490,74.12935323383084,3
1971,Master,In Relationship,80573.0,0,0,2012,85,829,138,430,60,92,15,1,4,6,13,2,0,0,0,0,0,0,0,23,1564,67.7056277056277,2
1967,UnderGraduate,In Relationship,77870.0,0,1,2012,93,1017,50,500,65,50,133,3,5,5,5,8,0,1,0,1,0,0,1,15,1815,120.19867549668875,3
1963,PhD,Single,52278.0,0,1,2013,24,953,0,71,0,0,174,6,10,5,10,8,0,0,0,0,0,0,0,25,1198,47.72908366533864,3
1968,UnderGraduate,Single,57107.0,0,1,2012,44,159,0,120,0,0,137,7,4,4,8,8,0,1,0,0,1,0,1,16,416,25.838509316770185,3
1990,UnderGraduate,In Relationship,18929.0,0,0,2013,15,32,0,8,23,4,18,1,1,0,4,6,0,0,0,0,0,0,0,5,85,16.666666666666668,2
1981,PhD,Single,36038.0,1,0,2013,82,23,0,15,0,2,7,2,3,0,3,6,0,0,0,0,0,0,0,6,47,7.704918032786885,3
1976,UnderGraduate,Single,20180.0,0,0,2013,27,18,42,24,15,20,18,1,2,1,4,7,0,0,0,0,0,0,0,7,137,19.295774647887324,2
1965,PhD,In Relationship,34230.0,1,1,2012,72,15,0,4,0,0,2,1,1,0,2,7,0,0,0,0,0,0,0,3,21,6.774193548387097,4
1977,Master,Single,31878.0,0,1,2014,7,23,4,5,10,5,23,1,1,0,4,3,0,0,0,0,0,0,0,5,70,13.725490196078432,3
1972,Master,In Relationship,70932.0,0,1,2014,57,200,193,100,46,185,185,2,6,2,12,3,0,0,0,0,0,0,0,20,909,45.22388059701492,3
1956,UnderGraduate,Single,91249.0,0,0,2012,84,1324,27,119,71,108,27,0,7,9,6,4,0,1,1,1,1,0,1,22,1676,75.83710407239819,2
1943,Master,Single,77598.0,0,0,2013,53,1193,33,281,129,66,33,1,7,5,13,3,0,0,1,0,0,0,0,25,1735,69.12350597609561,2
1959,UnderGraduate,Single,80982.0,1,1,2013,48,505,137,401,104,22,22,3,11,5,11,5,0,0,0,0,0,1,0,27,1191,43.94833948339483,4
1977,Master,In Relationship,22701.0,1,0,2013,2,2,4,9,0,4,5,1,1,0,3,5,0,0,0,0,0,0,0,4,24,5.853658536585367,3
1969,PhD,In Relationship,55212.0,0,1,2012,65,1103,0,45,0,0,34,3,4,2,11,8,0,1,0,0,1,0,0,17,1182,69.12280701754385,3
1970,UnderGraduate,In Relationship,70617.0,0,0,2013,45,353,61,753,40,46,27,1,3,3,7,2,0,0,0,0,0,0,0,13,1280,97.70992366412214,2
1957,UnderGraduate,Single,64849.0,0,0,2012,42,652,48,350,94,84,108,1,9,3,6,5,0,0,0,0,0,0,1,18,1336,73.8121546961326,2
1965,Master,In Relationship,62694.0,1,1,2013,29,379,6,157,25,91,91,5,9,3,7,7,0,0,0,0,0,0,0,19,749,39.21465968586387,4
1974,PhD,In Relationship,61917.0,1,1,2013,83,46,4,36,2,2,1,1,2,0,4,5,0,0,0,0,0,0,0,6,91,14.918032786885247,4
1947,PhD,In Relationship,67472.0,0,1,2013,93,162,31,127,8,17,69,2,4,2,7,3,0,0,0,0,0,0,0,13,414,31.603053435114504,3
1982,Master,In Relationship,21059.0,1,0,2014,40,8,3,19,3,3,8,3,3,0,3,6,0,0,0,0,0,0,0,6,44,7.213114754098361,3
1968,Master,In Relationship,29543.0,2,0,2014,47,17,3,18,3,4,18,2,3,1,2,7,0,0,0,0,0,0,0,6,63,10.327868852459018,4
1951,UnderGraduate,In Relationship,75903.0,0,1,2013,50,340,108,185,130,38,100,2,6,6,9,3,0,0,0,0,0,0,0,21,901,42.70142180094786,3
1975,Master,In Relationship,34984.0,1,1,2012,40,8,4,15,3,5,3,2,1,0,3,7,0,0,0,0,0,0,0,4,38,9.26829268292683,4
1956,PhD,Single,54998.0,0,1,2013,3,154,22,202,39,30,8,5,4,2,9,4,0,0,0,0,0,0,1,15,455,30.132450331125828,3
1949,PhD,Single,54356.0,0,1,2012,62,710,15,30,20,0,0,3,11,2,8,8,0,0,0,0,0,0,1,21,775,36.72985781990521,3
1959,Master,In Relationship,34242.0,0,1,2014,25,8,2,4,0,0,1,1,0,0,3,5,0,0,0,0,0,0,0,3,15,4.838709677419355,3
1973,UnderGraduate,In Relationship,25410.0,1,0,2013,48,2,2,4,13,13,4,1,1,0,4,4,0,0,0,0,0,0,0,5,38,7.450980392156863,3
1984,PhD,In Relationship,73356.0,0,0,2014,56,1050,14,322,0,14,112,1,5,11,5,2,1,0,1,1,0,0,1,21,1512,71.65876777251184,2
1950,UnderGraduate,In Relationship,28320.0,0,1,2013,68,19,1,14,3,2,4,1,1,0,3,8,0,0,0,0,0,0,0,4,43,10.487804878048781,3
1977,UnderGraduate,Single,23763.0,1,0,2012,64,22,0,6,6,2,6,1,1,0,3,7,0,0,0,0,0,0,0,4,42,10.24390243902439,3
1984,UnderGraduate,In Relationship,72570.0,0,0,2014,67,274,83,216,151,141,224,1,4,6,12,1,0,0,0,0,0,0,0,22,1089,49.27601809954751,2
1976,Master,In Relationship,34529.0,1,0,2012,94,68,6,38,3,6,41,2,2,2,3,7,0,0,0,0,0,0,0,7,162,22.816901408450704,3
1951,UnderGraduate,Single,70792.0,0,0,2013,82,344,45,654,104,11,114,2,3,4,10,3,0,0,0,0,0,0,0,17,1272,74.3859649122807,2
1982,UnderGraduate,In Relationship,63211.0,0,0,2012,3,145,193,459,205,26,145,2,3,8,7,2,0,0,0,0,0,0,1,18,1173,64.80662983425414,2
1974,Master,In Relationship,83891.0,0,1,2014,24,217,38,350,111,85,15,1,4,7,10,1,0,0,0,0,0,0,0,21,816,38.67298578199052,3
1968,UnderGraduate,Single,36065.0,1,1,2013,54,18,7,34,10,2,3,3,3,0,3,8,0,0,0,0,0,0,0,6,74,12.131147540983607,4
1954,UnderGraduate,In Relationship,39898.0,0,1,2013,20,69,8,26,12,7,12,2,3,0,4,7,0,0,0,0,0,0,0,7,134,18.87323943661972,3
1940,PhD,Single,51141.0,0,0,2013,96,144,0,7,0,0,6,1,3,1,4,5,0,0,0,0,0,0,0,8,157,19.38271604938272,2
1976,UnderGraduate,In Relationship,56939.0,0,1,2013,19,256,34,103,90,29,49,2,3,3,10,3,0,0,0,0,0,0,0,16,561,34.8447204968944,3
1951,UnderGraduate,Single,80872.0,0,0,2014,60,483,72,567,94,12,108,1,4,4,10,1,0,0,0,0,0,0,0,18,1336,73.8121546961326,2
1976,PhD,In Relationship,72335.0,0,0,2012,2,1285,105,653,28,21,0,1,10,4,8,8,0,0,0,0,0,0,1,22,2092,94.66063348416289,2
1964,PhD,Single,61798.0,0,0,2013,13,338,4,89,11,8,13,1,4,2,9,4,0,0,0,0,0,0,0,15,463,30.66225165562914,2
1950,PhD,Single,76842.0,0,0,2014,37,605,10,345,84,54,32,1,1,8,7,0,0,0,0,0,0,0,0,16,1130,70.1863354037267,2
1976,UnderGraduate,In Relationship,29478.0,1,0,2014,59,8,0,7,3,1,1,1,1,0,3,6,0,0,0,0,0,0,0,4,20,4.878048780487806,3
1956,UnderGraduate,Single,46998.0,0,1,2012,55,172,41,86,45,6,27,5,5,3,5,7,1,0,0,0,0,0,0,13,377,28.778625954198475,3
1990,UnderGraduate,Single,96843.0,0,0,2013,60,448,71,951,40,17,17,1,6,11,10,2,0,0,1,0,0,0,1,27,1544,56.974169741697416,2
1950,PhD,Single,56551.0,1,1,2014,48,67,4,32,17,2,16,3,2,1,4,4,0,0,0,0,0,0,0,7,138,19.43661971830986,4
1965,Master,In Relationship,70053.0,0,1,2013,38,512,53,98,81,179,89,3,8,5,10,5,0,0,0,0,0,0,0,23,1012,43.80952380952381,3
1962,PhD,Single,71670.0,0,0,2013,8,1462,16,128,0,0,160,1,5,3,6,6,0,1,1,0,1,0,1,14,1766,125.2482269503546,2
1978,UnderGraduate,In Relationship,44359.0,1,1,2014,19,20,0,14,7,3,1,3,2,0,4,3,0,0,0,0,0,0,0,6,45,7.3770491803278695,4
1952,UnderGraduate,Single,40887.0,1,1,2013,32,50,4,44,10,10,43,3,3,1,3,9,0,0,0,0,0,0,1,7,161,22.67605633802817,4
1966,UnderGraduate,Single,48877.0,0,1,2014,27,102,1,15,2,0,24,1,3,0,4,7,0,0,0,0,0,0,0,7,144,20.281690140845072,3
1947,UnderGraduate,In Relationship,74485.0,0,0,2013,58,499,149,815,173,49,49,1,6,7,12,3,0,0,0,0,0,0,0,25,1734,69.08366533864542,2
1972,UnderGraduate,In Relationship,64474.0,0,1,2013,59,381,35,172,56,86,93,2,8,2,10,5,0,0,0,0,0,0,0,20,823,40.94527363184079,3
1963,UnderGraduate,In Relationship,77226.0,0,1,2014,29,631,43,239,128,76,21,2,6,8,12,3,0,0,0,0,0,0,0,26,1138,43.60153256704981,3
1949,UnderGraduate,Single,72643.0,0,0,2013,60,526,80,553,123,94,53,1,3,10,7,2,0,0,0,1,0,0,1,20,1429,71.09452736318407,2
1978,Master,In Relationship,85738.0,0,0,2014,41,913,26,376,17,26,13,1,3,6,11,1,0,1,1,0,0,0,0,20,1371,68.2089552238806,2
1966,UnderGraduate,Single,55686.0,0,1,2013,27,673,0,199,37,47,26,2,6,3,5,4,1,0,0,0,0,0,0,14,982,69.64539007092199,3
1983,UnderGraduate,Single,39062.0,1,0,2014,28,23,0,9,0,0,12,1,1,0,3,4,1,0,0,0,0,0,0,4,44,10.731707317073171,3
1971,UnderGraduate,In Relationship,34600.0,1,1,2013,8,199,33,60,8,3,15,5,5,2,5,8,0,0,0,0,0,0,1,12,318,26.280991735537192,4
1975,UnderGraduate,In Relationship,40794.0,0,1,2013,18,261,23,73,4,23,50,2,6,3,5,7,0,0,0,0,0,0,0,14,434,30.78014184397163,3
1971,Master,In Relationship,54690.0,1,1,2013,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,0,9,198,21.75824175824176,4
1969,UnderGraduate,In Relationship,4428.0,0,1,2013,0,16,4,12,2,4,321,0,25,0,0,1,0,0,0,0,0,0,0,25,359,14.302788844621514,3
1963,Master,In Relationship,32632.0,0,0,2012,32,63,151,137,153,19,53,2,4,4,8,5,0,0,0,0,0,0,0,16,576,35.77639751552795,2
1968,PhD,Single,38236.0,1,1,2013,2,58,0,18,2,0,10,4,3,0,4,7,0,0,0,0,0,0,0,7,88,12.3943661971831,4
1979,UnderGraduate,In Relationship,36781.0,1,0,2014,16,29,1,17,0,3,13,1,2,1,2,8,0,0,0,0,0,0,1,5,63,12.352941176470589,3
1984,Master,Single,31385.0,1,0,2012,56,3,2,12,0,1,9,1,1,0,2,8,1,0,0,0,0,0,1,3,27,8.709677419354838,3
1984,UnderGraduate,In Relationship,24570.0,1,0,2013,97,28,34,62,11,14,44,3,4,0,4,9,0,0,0,0,0,0,0,8,193,23.82716049382716,3
1974,PhD,Single,25509.0,1,0,2012,15,40,3,30,10,7,11,3,3,0,3,9,0,0,0,0,0,0,1,6,101,16.557377049180328,3
1951,UnderGraduate,In Relationship,94642.0,0,0,2014,35,879,143,797,106,143,143,0,5,7,9,1,0,0,1,1,0,0,0,21,2211,104.78672985781989,2
1962,Master,In Relationship,58646.0,0,1,2013,3,62,1,44,6,5,22,1,2,1,4,4,0,0,0,0,0,0,0,7,140,19.71830985915493,3
1975,UnderGraduate,Single,53201.0,1,1,2013,49,280,7,81,20,0,27,8,6,3,5,7,0,0,0,0,0,0,0,14,415,29.43262411347518,4
1957,UnderGraduate,In Relationship,21994.0,0,1,2012,4,9,0,6,3,1,3,1,0,0,3,5,0,0,0,0,0,0,0,3,22,7.096774193548387,3
1978,UnderGraduate,In Relationship,57113.0,1,1,2013,45,182,4,33,0,2,42,6,4,1,5,7,0,0,0,0,0,0,0,10,263,26.03960396039604,4
1991,UnderGraduate,In Relationship,51373.0,0,0,2013,37,83,2,101,64,26,117,1,3,5,3,4,0,0,0,0,0,0,0,11,393,35.4054054054054,2
